EVTDESC_TOG_001;Brave Mongol warriors have poured through the Golden Gates of Kiev and sacked the once proud trading hub. The city has been left a smoldering ruin and the Dnieper now runs red with the blood of its former inhabitants.;De braves guerriers mongols ont pénétré par la Porte dorée de Kiev et ont saccagé ce qui fut autrefois l'une des plus grandes plateformes commerciales. Ne restaient de la ville que des ruines fumantes et le Dniepr a désormais la teinte rouge du sang des habitants.;Tapfere mongolische Krieger sind durch die goldenen Tore von Kiew gedrungen und zwangen den einstmals stolzen Handelsposten in die Knie. Die Stadt blieb als rauchende Ruine zurück und der Dnjepr fließt rot vom Blut der einstigen Einwohner.;;Valientes guerreros Mongoles han salido en masa por las Puertas Doradas de Kiev y han saqueado el una vez orgulloso centro de comercio. Se ha dejado la ciudad en una ruina humeante y el Dnieper ahora corre rojo con la sangre de sus antiguos habitantes.;;;;;;;;;x
EVTDESC_TOG_002;Novgorod has been stormed by Mongol warriors and the city's inhabitants are now paying the ultimate price for their arrogance. The Cathedral of Saint Sophia is engulfed in flames as the warriors loot that which can be carried away and put the rest to the torch.;Novgorod a été mise à sac par les guerriers mongols et ses habitants paient maintenant l'ultime prix de leur arrogance. La cathédrale Sainte-Sophie est ravagée par les flammes tandis que les guerriers pillent tout ce qui peut être emporté avant d'enflammer ce qui reste.;Nowgorod wurde von den mongolischen Kriegern erstürmt und seine Einwohner zahlen nun einen schrecklichen Preis für ihre Arroganz. Die Kathedrale von Sankt Sophia ist in Flammen gehüllt und die Krieger plündern und brandschatzen alles, was nicht niet- und nagelfest ist und überlassen den Rest dem Flammenmeer.;;Novgorod ha sido asaltada por los guerreros Mongoles y los habitantes de la ciudad están ahora pagando el precio más alto por su arrogancia. La Catedral de Santa Sofía está envuelta en llamas ya que los guerreros saquean lo que pueden cargar y ponen el resto bajo la antorcha.;;;;;;;;;x
EVTDESC_TOG_003;Mongol armies continue to push beyond the Vistula and into Poland. Krakow has now fallen to the skilled warriors, and it is said that at night the flames from the burning city can be seen from untold leagues away.;Les Mongols continuent leur progression au-delà de la Vistule et ont atteint la Pologne. Cracovie est tombée aux mains de l'envahisseur et on entend dire que les flammes de la ville incendiée sont visibles de très loin durant la nuit.;Mongolische Armeen drängen über die Weichsel und nach Polen. Krakau ist nun in die Hände der erfahrenen Krieger gefallen und man sagt, dass die Flammen der brennenden Stadt nachts noch viele Meilen entfernt gesehen werden können.;;Ejércitos Mongoles continúan oprimiendo más allá del Vístula y en Polonia. Cracovia ha caído bajo los guerreros expertos, y se dice que por la noche las llamas de la ciudad ardiente se ven desde innumerables leguas de distancia.;;;;;;;;;x
EVTDESC_TOG_004;Even Aachen, the former seat of Charlemagne's Carolingian empire, has fallen under the shadow of the great Mongol nation. His spirit must surely be weeping at the harsh punishment now being brought down on the decadent peasants within the city's walls.;Même Aix-la-Chapelle, l'ancienne capitale de l'immense empire carolingien de Charlemagne, n'a pu résister au fléau mongol. L'ancien empereur doit se retourner dans sa tombe devant les atrocités commises dans l'enceinte de sa ville.;Selbst Aachen, einstmals der Sitz vom Karolingischen Reich Karls des Großen, ist in den Schatten der großen mongolischen Nation gefallen. Sein Geist wird sicherlich angesichts der unsäglichen Strafen weinen, die nun auf die dekadenten Bewohner innerhalb der Stadtmauern herabfallen. ;;Incluso Aquisgrán, la antigua capital del imperio Carolingio de Carlomagno, ha caído bajo la sombra de la gran nación Mongola. Su espíritu seguramente esté llorando por el duro castigo de estar siendo ahora derribado sobre los campesinos decadentes dentro de los muros de la ciudad.;;;;;;;;;x
EVTDESC_TOG_005;Like a swarm of locusts, the unstoppable Mongols have descended upon Paris and sacked the city. The still unfinished Notre Dame Cathedral is quickly set on fire and with the light provided by the rest of the burning city, the Mongol warriors can continue looting and murdering well into the night.;Telle une nuée de sauterelles, les irréductibles Mongols ont poursuivi leur route jusqu'à Paris et ont mis la ville à sac ! La cathédrale Notre-Dame, encore en construction, est incendiée et, éclairés par les flammes des bâtiments, les Mongols continuent de piller et de tuer avec aisance dans la nuit.;Wie ein Schwarm Heuschrecken kamen die unaufhaltbaren Mongolen auf Paris herab und plünderten die Stadt. Die noch im Bau befindliche Kathedrale Notre Dame stand schnell in Flammen und im Schein der restlichen brennenden Stadt rauben und morden die mongolischen Krieger die ganze Nacht hindurch.;;Como un enjambre de langostas, los imparables Mongoles han descendido sobre París y saqueado la ciudad. La Catedral de Notre Dame aún sin terminar arde rápidamente en el fuego y con la luz proporcionada por el resto de la ciudad en llamas, los guerreros Mongoles puede seguir saqueando y asesinando hasta bien entrada la noche.;;;;;;;;;x
EVTDESC_TOG_006;Not even the sea has proved a formidable enough barrier to halt the Mongol advance. London has fallen to the Mongol vanguard and the city is now the scene of a slaughter on a scale unrivaled since the days of Queen Boudica and her rebellion.;Même la mer ne suffit pas à stopper l'avancée mongole ! Londres est tombée sous le joug de leur avant-garde et la ville n'avait pas connu de massacre aussi sanglant depuis l'ère de la reine Boadicée et de la révolte qu'elle avait menée.;Nicht einmal die See konnte den Vorstoß der Mongolen lange aufhalten. London ist in ihre Gewalt geraten und die Stadt gleicht einem Schlachthaus mit Szenen, die es seit Königin Boudicca und ihrer Rebellion nicht mehr gab.;;Ni siquiera el mar ha resultado ser una barrera lo suficientemente formidable para frenar el avance Mongol. Londres ha caído bajo la vanguardia Mongola y la ciudad se ha convertido en el escenario de una masacre en una escala sin precedentes desde los tiempos de la reina Boudica y su rebelión.;;;;;;;;;x
EVTDESC_TOG_007;As is proper, Rome once more suffers at the just hands of warriors from the east. A Mongol army has breached the Aurelian Walls, and its horses are now grazing on the field of the Circus Maximus while the ranking officers raise their yurts on the Palatine Hill. As expected, no mercy is shown to those foolish Romans who have not yet fled the city.;Comme il se doit, Rome fait une fois encore l'objet de la cruauté des barbares orientaux. Les Mongols ont ouvert une brèche dans le mur d'Aurélien et leurs chevaux broutent désormais au coeur du Grand cirque tandis que leurs maîtres établissent leur campement sur le mont Palatin. Comme on s'y attendait, on ne démontre aucune pitié envers les Romains fous qui n'ont toujours pas fui la cité.;Einmal mehr leidet Rom zu Recht unter der gerechten Hand der Krieger aus dem Osten. Eine mongolische Armee hat die Aurelianischen Mauern durchbrochen und ihre Pferde weiden nun auf dem Feld des Circus Maximus, während die hochrangigen Offiziere ihre Rundzelte auf dem Palatin aufstellten. Wie zu erwarten, zeigen sie keine Gnade gegen jene Römer, die die Stadt noch nicht verlassen haben.;;Como es propio, Roma sufre una vez más a manos de guerreros del este. Un ejército Mongol ha violado la Muralla Aureliana, y sus caballos están pastando en el campo del Circus Maximus mientras que los oficiales de rango levantan sus yurtas en la colina del Palatino. Como era de esperar, no se muestra misericordia a los romanos necios que todavía no han huido de la ciudad.;;;;;;;;;x
EVTDESC_TOG_008;The canals of Venice have been blocked by the bloated corpses of the dead as the city is sacked by frenzied Mongol warriors. Those few fortunate enough to have escaped the slaughter claim the bodies are packed tightly enough in the Venetian Lagoon for the Mongols to ride to and from the mainland as they please.;Les canaux de Venise sont obstrués par des centaines de corps suite au pillage de la ville par les guerriers mongols. Les moins malchanceux, ceux qui ont réussi à échapper au massacre, racontent que les corps sont tellement nombreux et entassés dans la lagune de Venise que les Mongols ont de la difficulté à sortir du continent ou à y pénétrer.;Die Kanäle von Venedig sind von den aufgequollenen Leichen der Toten verstopft, während die Stadt von den blutdurstigen mongolischen Kriegern geplündert wird. Die wenigen Glücklichen, die dem Blutbad entkamen, berichten, dass die Leichen in der venezianischen Lagune es den Mongolen erlauben, über sie hinweg vom und zum Festland zu reiten, ganz wie es ihnen beliebt. ;;Los canales de Venecia han sido bloqueados por los cadáveres hinchados de los muertos, mientras la ciudad es saqueada por guerreros Mongoles frenéticos. Los pocos afortunados que han escapado de la masacre afirman que los cuerpos están suficientemente compactos en la Laguna Veneciana para que los mongoles puedan cabalgar hacia y desde tierra firme a su antojo.;;;;;;;;;x
EVTDESC_TOG_009;The Theodosian Walls have not been enough to spare Constantinople from the deadly touch of the Mongol nation. The great imperial capital has been sacked, its citizens butchered or enslaved, the Hagia Sophia defiled and the Great Palace of the emperors put to the torch.;Les murs théodosiens n'auront pas suffi pour épargner Constantinople de l'invasion de la nation mongole. La grande capitale impériale a été mise à sac, ses citoyens massacrés ou réduits à esclavage, l'église Sainte-Sophie profanée et le Grand palais des empereurs détruit par les flammes.;Die Theodosianische Mauer konnte Konstantinopel nicht vor dem tödlichen Zugriff der mongolischen Nation bewahren. Die große imperiale Hauptstadt wurde geplündert und seine Einwohner niedergemetzelt oder versklavt, die Hagia Sofia entweiht und der große Palast der Herrscher fiel den Flammen anheim.;;Las murallas de Teodosio no han sido suficiente para salvar Constantinopla del toque mortal de la nación Mongola. La gran capital imperial ha sido saqueada, sus habitantes masacrados o esclavizados, Santa Sofía contaminada y el Gran Palacio de los emperadores quemado.;;;;;;;;;x
EVTDESC_TOG_010;Our armies have now reached as far west as Lisbon in the quest to conquer the world for the great Mongol nation. While the city burns at the touch of our warriors, they look out over the great blue expanse of the Atlantic. Who can tell what lies beyond?;Nos armées ont désormais atteint l'extrême-ouest en s'attaquant à Lisbonne dans notre conquête du monde par la grande nation mongole. Alors que la ville s'enflamme sur leur passage, les guerriers fixent l'horizon, au-delà de la vaste étendue l'Atlantique. Qui sait où l'avenir les mènera ?;Unsere Armeen sind nun im Bestreben, die Welt für die große mongolische Nation zu erobern, bis weit in den Westen nach Lissabon vorgedrungen. Die Stadt steht in Flammen und die Krieger blicken in die Weiten des Atlantik. Wer kann sagen, was dort in der Ferne liegt?;;Nuestros ejércitos han llegado tan al oeste como Lisboa en la búsqueda de la gran nación Mongola de conquistar el mundo. Mientras que la ciudad arde bajo el toque de nuestros guerreros, ellos miran la gran extensión azul del Atlántico. ¿Quién puede decir lo que hay más allá?;;;;;;;;;x
