EoD_UPRISING;[Root.Religion.GetName] Reckoning;Jour du Jugement [Root.Religion.GetName];[Root.Religion.GetName] – Abrechnung;;El juicio de [Root.Religion.GetName];;;;;;;;;x

EVTDESC_RIP_4010;As you are working, Court Physician [physician_target.GetFirstName] bursts into your study. "My [Root.GetTitle], you have been up all night again! It would be in your best interest to not work so hard, lest you shall collapse from exhaustion!";Alors que vous travaillez, votre physicien de la Cour [physician_target.GetFirstName] se précipite dans votre bureau. « M[Root.GetOnA][Root.GetLordLady], vous êtes resté[Root.Get_E] debout toute la nuit une fois de plus ! Il serait dans votre intérêt de ne pas travailler si dur, de peur de vous effondrer de fatigue ! »;Ihr seid gerade in Eure Arbeit vertieft, als [physician_target.GetFirstName] in Euer Studierzimmer stürzt. "[Root.GetTitle], Ihr habt schon wieder die ganze Nacht durchgearbeitet! Ihr solltet es ruhiger angehen lassen, sonst werdet Ihr noch vor Erschöpfung zusammenbrechen!";;Mientras trabajas, [physician_target.GetFirstName], el médico de la corte irrumpe en tu estudio. ¡Mi [Root.GetTitle], otra vez os habéis pasado despiert[Root.GetOA] toda la noche! ¡Lo mejor para vos es que no trabajéis tanto, no sea que os desploméis de agotamiento!»;;;;;;;;;x
EVTDESC_RIP_4011;As you wake up one morning you are greeted by a dog's wet nose touching your face. The voice of Court Physician [physician_target.GetFirstName] shortly follows, "My [Root.GetTitle], I have personally trained this beast to lead you wherever you need to go! Please, accept her as a gift from me to you.";Alors que vous vous réveillez un matin, vous êtes accueilli[Root.Get_E] par le museau mouillé d'un chien touchant votre visage. La voix du physicien de la Cour [physician_target.GetFirstName] s'ensuit, « M[Root.GetOnA][Root.GetLordLady], j'ai personnellement entraîné cette bête à vous guider là où vous avez besoin d'aller ! S'il vous plaît, acceptez-la comme un cadeau de ma part ».;Als Ihr eines Morgens erwacht, spürt Ihr eine feuchte Hundeschnauze im Gesicht. Und sogleich erklärt Euch [physician_target.GetFirstName]: "[Root.GetTitle], ich habe diese Hündin persönlich darauf trainiert, Euch überallhin zu führen! Bitte nehmt sie als mein Geschenk an Euch an.";;Al despertar una mañana te saluda el hocico húmedo de perro en la cara. La voz de tu médico de la corte, [physician_target.GetFirstName], dice a continuación: «¡Mi [Root.GetTitle], he entrenado personalmente a esta bestia para que os guíe donde queráis! Por favor, aceptadla como un regalo de mi parte».;;;;;;;;;x
EVTDESC_RIP_4012;One day after waking, your loyal guide dog is not there to greet you. You find yourself fumbling down the stairs unassisted in order to reach the spot where you know she sleeps. Sadly, after reaching her, she is not waking up.;Un jour à votre réveil, votre loyal chien-guide n'est pas là pour vous accueillir. Vous descendez l'escalier à tâtons, sans assistance, afin d'atteindre l'endroit où vous savez qu'elle dort. Malheureusement, après l'avoir trouvé, elle ne se réveille pas.;Als Ihr eines Morgens erwacht, werdet Ihr nicht von Eurer treuen Blindenhündin begrüßt. Ohne Hilfe tastet Ihr Euch die Treppe hinab, um ihren Schlafplatz aufzusuchen. Ihr findet Eure Hündin, doch leider wacht sie nicht auf.;;Un día después de despertar, tu fiel perra guía no está ahí para saludarte. Te encuentras bajando las escaleras a tientas para llegar al lugar donde sabes que duerme. Por desgracia, tras llegar a ella, no se despierta.;;;;;;;;;x
EVTDESC_RIP_4013;You are deep in thought as Court Physician [physician_target.GetFirstName] suddenly interrupts you, "My [Root.GetTitle], I know that both you and the [Root.Spouse.GetTitle] desire an heir for the realm. If you so wish, I could research ways to enhance your virility, all in order to facilitate the creation of a worthy successor!";Vous êtes dans une profonde réflexion lorsque votre physicien de la Cour [physician_target.GetFirstName] vous interrompt soudainement, « M[Root.GetOnA][Root.GetLordLady], je sais que vous et votre [Root.Spouse.GetTitle] désirez un héritier pour le pays. Si vous le souhaitez, je pourrais rechercher des façons d'améliorer votre virilité, afin de faciliter la création d'un successeur digne ! »;Ihr seid tief in Gedanken versunken, als [physician_target.GetFirstName] Euch plötzlich unterbricht: "[Root.GetTitle], ich weiß, dass Ihr und die [Root.Spouse.GetTitle] sich einen Thronfolger für Euer Reich wünschen. Wenn Ihr möchtet, kann ich Methoden erforschen, um Eure Manneskraft zu stärken, damit es Euch leichter fallen sollte, einen würdigen Nachfolger zu zeugen!";;Estás inmerso en tus pensamientos cuando el médico de la corte [physician_target.GetFirstName] te interrumpe de repente. «Mi [Root.GetTitle], sé que tanto vos como la [Root.Spouse.GetTitle] deseáis un heredero para el reino. ¡Si así lo deseáis, podría investigar modos de mejorar vuestra virilidad, a fin de facilitar la creación de un sucesor digno!»;;;;;;;;;x
EVTDESC_RIP_4015;Court Physician [physician_target.GetFirstName] firmly pats you on the shoulder as [physician_target.GetSheHe] enters. "I have done some research, and you should not worry! Wait another moon and you shall see that your seed has taken root.";Votre physicien de la Cour [physician_target.GetFirstName] vous donne une petite tape sur l'épaule alors qu'[physician_target.GetIlElle] entre. « J'ai fait quelques recherches, et vous ne devriez pas vous inquiéter ! Attendez encore une lune et vous verrez que votre semence a pris racine ».;[physician_target.GetFirstName] betritt Eure Gemächer und klopft Euch auf die Schulter. "Ich habe Forschung betrieben, und Ihr solltet Euch keine Sorgen machen! Wartet einen Monat, und Ihr werdet feststellen, dass Euer Kinderwunsch schon bald in Erfüllung gehen wird.";;El médico de la corte [physician_target.GetFirstName] te da unas palmaditas firmes en el hombro al entrar. «¡He investigado un poco y no debéis preocuparos! Esperad otra luna y veréis que vuestra semilla ha echado raíces».;;;;;;;;;x
EVTDESC_RIP_4016;Court Physician [physician_target.GetFirstName] approaches you with a smile on [physician_target.GetHerHis] face. "I have succeeded, my [Root.GetTitle]! If you drink this concoction your potency will magnify tenfold, the royal bloodline is saved!";Votre physicien de la Cour [physician_target.GetFirstName] vous approche en souriant. « J'ai réussi, M[Root.GetOnA][Root.GetLordLady] ! Si vous buvez cette préparation, votre puissance virile va décupler, la lignée royale est sauvée ! »;[physician_target.GetFirstName] nähert sich Euch mit einem Lächeln. "Es hat geklappt, [Root.GetTitle]! Wenn Ihr dieses Gebräu zu Euch nehmt, wird sich Eure Potenz um das Zehnfache steigern. Die königliche Blutlinie ist noch nicht zu Ende!";;El médico de la corte [physician_target.GetFirstName] te acerca con una sonrisa en el rostro. «He tenido éxito, mi [Root.GetTitle]! Si bebéis este brebaje vuestra potencia se multiplicará por diez, ¡el linaje real estará salvado!»;;;;;;;;;x
EVTDESC_RIP_4017;Shortly after drinking the concoction, you feel a pleasant mist clouding your senses. As you emerge from the blur you find yourself in the royal bedchamber, and not alone! It seems as if the concoction might have been a tad TOO effective!;Peu de temps après avoir bu la préparation, vous sentez une brume agréable qui obscurcit vos sens. Alors que vous reprenez vos esprits, vous constatez que vous vous trouvez dans la chambre royale, et pas seul[Root.Get_E] ! Il semble que la préparation ait été un peu trop efficace !;Kurz nachdem Ihr das Gebräu zu Euch genommen habt, werden Eure Sinneswahrnehmungen von einem angenehmen Nebel umfangen. Als Ihr wieder klar denken könnt, findet Ihr Euch in den königlichen Schlafgemächern wieder, und zwar nicht alleine! Das Gebräu scheint ein klein wenig zu wirksam gewesen zu sein!;;Poco después de beber el brebaje, sientes una niebla agradable que nubla tus sentidos. ¡Cuando sales de la nube, te encuentras en el dormitorio real, y no solo! ¡Parece que el brebaje puede haber sido un pelín DEMASIADO eficaz!;;;;;;;;;x
EVTDESC_RIP_4018;Shortly after drinking the concoction you feel full of energy and vigor! It seems to have worked, the lineage is surely saved now!;Peu de temps après avoir bu la préparation, vous vous sentez plein[Root.Get_E] d'énergie ! Il semble que cela ait marché, la lignée est sûrement sauvée à présent !;Kurz nachdem Ihr das Gebräu zu Euch genommen habt, fühlt Ihr Euch voller Energie und Vitalität! Es scheint gewirkt zu haben, die Blutlinie ist sicher gerettet!;;¡Poco después de beber del brebaje te sientes lleno de energía y vigor! ¡Parece que ha funcionado, ahora seguramente el linaje está salvado!;;;;;;;;;x
EVTDESC_RIP_4019;The concoction was supposed to work in "Three easy steps!" and have an "Instantaneous effect!" according to Court Physician [physician_target.GetFirstName]... but you are not feeling it. In fact, you feel LESS virile than ever before!;La préparation était supposée fonctionner en « trois étapes simples » et avoir un « effet immédiat » selon les dires du physicien de la Cour [physician_target.GetFirstName]... mais vous ne le ressentez pas. En fait, vous vous sentez moins viril que jamais !;Laut [physician_target.GetFirstName] hätte das Gebräu in "drei einfachen Schritten!" wirken und einen "sofortigen Effekt!" auf Euch haben sollen ... aber Ihr spürt rein gar nichts davon. Um genau zu sein, fühlt Ihr Euch WENIGER männlich als je zuvor!;;El brebaje debía funcionar en «tres sencillos pasos» y tener un «efecto instantáneo», según el médico de la corte, [physician_target.GetFirstName]… pero no te sientes así. ¡De hecho, te sientes menos viril que nunca!;;;;;;;;;x
