#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ASSIGN_LEADER;Appoint Leader;Nommer un chef;Anführer ernennen;;Nombrar un líder;;;;;;;;;x
becomes_pregnant_no_father;[Root.GetFirstName] becomes pregnant;[Root.GetFirstName] tombe enceinte;[Root.GetFirstName] wird schwanger;;[Root.GetFirstName] queda embarazada.;;;;;;;;;x
IN_HIDING_DESC;Hiding somewhere around §Y$LOCATION$§!;Se cache aux alentours de §Y$LOCATION$§!;Versteckt sich in der Nähe von §Y$LOCATION$§!;;Escondido en algún lugar de §Y$LOCATION$§!;;;;;;;;;x
IS_HEALTHY;Is Healthy\n;Est en bonne santé\n;Ist gesund\n;;Es sano\n;;;;;;;;;x
MODIFIER_MANPOWER_GROWTH;Manpower Growth;Croissance des effectifs;Mannstärkezuwachs;;Aumento de mano de obra;;;;;;;;;x
MODIFIER_MAX_MANPOWER;Max Manpower;Effectifs maximaux;Maximale Mannstärke;;Mano de obra al máximo;;;;;;;;;x
MODIFIER_MAX_POPULATION;Max Population;Population maximale;Maximalbevölkerung;;Población al máximo;;;;;;;;;x
MODIFIER_POPULATION_GROWTH;Population Growth;Croissance de la population;Bevölkerungswachstum;;Aumento de Población;;;;;;;;;x
NOT_MEMBER_OF_COUNCIL;§Y[Recipient.GetTitledFirstName]§! must not already be a part of §Y[Actor.GetBestName]§!'s Council;[Recipient.Get_only_Le_Title]§Y[Recipient.GetTitledFirstName]§! ne doit pas être membre du Conseil [Actor.Get_only_du_Title]§Y[Actor.GetBestName]§!;§Y[Recipient.GetTitledFirstName]§! darf am Hof von §Y[Actor.GetBestName]§! nicht bereits dem Rat angehören;;§Y[Recipient.GetTitledFirstName]§! §Y[Recipient.GetTitledFirstName]§! ya no debe ser parte del consejo de §Y[Actor.GetBestName]§!;;;;;;;;;x
SETTLEMENT_TYPE_ALLOWED;Allowed to hold §Y$TYPE$§! in §Y$LOCATION$§!;A le droit d'accéder au titre de §Y$TYPE$§! à §Y$LOCATION$§!;Darf §Y$TYPE$§! in §Y$LOCATION$§! halten;;Permitido soportar §Y$TYPE$§! en §Y$LOCATION$§!;;;;;;;;;x
SETTLEMENT_TYPE_NOT_ALLOWED;Not allowed to hold §Y$TYPE$§! in §Y$LOCATION$§!;N'a pas le droit d'accéder au titre de §Y$TYPE$§! à §Y$LOCATION$§!;Darf §Y$TYPE$§! in §Y$LOCATION$§! nicht halten;;No permitido soportar §Y$TYPE$§! en §Y$LOCATION$§!;;;;;;;;;x
SETTLEMENT_TYPE_PREFERRED;Has §Y$TYPE$§! as preferred holding type;Son type de propriété préféré est : §Y$TYPE$§!;Bevorzugt Besitztümer vom Typ §Y$TYPE$§!;;Mantiene §Y$TYPE$§! como tipo de asentamiento preferido;;;;;;;;;x
SETTLEMENT_TYPE_NOT_PREFERRED;Do not have §Y$TYPE$§! as preferred holding type;§Y$TYPE$§! n'est pas son type de propriété préféré;Bevorzugt Besitztümer vom Typ §Y$TYPE$§! nicht;;No mantiene §Y$TYPE$§! como tipo de asentamiento preferido.;;;;;;;;;x
stop_seduce_decision_tt;Seduction ends;Fin de la séduction;Verführung endet;;La seducción termina;;;;;;;;;x
stop_spy_on_decision_tt;Spying ends;Fin de l'espionnage;Spionage wird beendet;;Deja de espiar;;;;;;;;;x
TRIBAL_VASSAL_MAX_LEVY;Tribal Vassal Max Levy;Levée maximale des vassaux tribaux;Stammesvasall maximale Lehnstruppen;;Vasallo tribal leva máxima;;;;;;;;;x
