#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ASSIGN_LEADER;Appoint Leader;Nommer un chef;Anführer ernennen;;Nombrar un líder;;;;;;;;;x
becomes_pregnant_no_father;[Root.GetFirstName] becomes pregnant;[Root.GetFirstName] tombe enceinte;[Root.GetFirstName] wird schwanger;;[Root.GetFirstName] queda embarazada.;;;;;;;;;x
caravan_guards;Caravan Guards;Escorte de caravane;Karawanenwächter;;Guardias de caravana;;;;;;;;;x
caravan_guards_desc;Commissioned caravan guards protects the trade in this county;Une escorte payée pour protéger les caravanes qui parcourent le comt?Hochrangige Karawanenwächter schützen den Handel in dieser Provinz.;;Los guardias dedicados a las caravanas protegen el comercio en esta provincia;;;;;;;;;x
caravan_raiders;Caravan Raiders;Pillards de caravanes;Karawanenplünderer;;Asaltantes de caravanas;;;;;;;;;x
caravan_raiders_desc;Raiders are ravaging the countryside making it difficult to conduct trade in this county.;Des pillards ravagent la campagne, le commerce dans ce comt?en souffre.;Plünderer, die das Umland unsicher machen, erschweren den Handel mit dieser Provinz.;;Asaltantes están asolando el campo, dificultando realizar comercio en esta provincia.;;;;;;;;;x
chinese_embargo;Chinese Embargo;Embargo chinois;China-Embargo;;Embargo chino;;;;;;;;;x
dung_collector;Dung Collector;Ramasseur de crottin;Dungkutscher;;Colector de estiércol;;;;;;;;;x
IN_HIDING_DESC;Hiding somewhere around §Y$LOCATION$?;Se cache aux alentours de §Y$LOCATION$?;Versteckt sich in der Nähe von §Y$LOCATION$?;;Escondido en algún lugar de §Y$LOCATION$?;;;;;;;;;x
IS_HEALTHY;Is Healthy\n;Est en bonne santé\n;Ist gesund\n;;Es sano\n;;;;;;;;;x
MODIFIER_MANPOWER_GROWTH;Manpower Growth;Croissance des effectifs;Mannstärkezuwachs;;Aumento de mano de obra;;;;;;;;;x
MODIFIER_MAX_MANPOWER;Max Manpower;Effectifs maximaux;Maximale Mannstärke;;Mano de obra al máximo;;;;;;;;;x
MODIFIER_MAX_POPULATION;Max Population;Population maximale;Maximalbevölkerung;;Población al máximo;;;;;;;;;x
MODIFIER_POPULATION_GROWTH;Population Growth;Croissance de la population;Bevölkerungswachstum;;Aumento de Población;;;;;;;;;x
NOT_MEMBER_OF_COUNCIL;§Y[Recipient.GetTitledFirstName]§W must not already be a part of §Y[Actor.GetBestName]'s§W Council;[Recipient.Get_only_Le_Title]§Y[Recipient.GetTitledFirstName]§W ne doit pas être membre du Conseil [Actor.Get_only_du_Title]§Y[Actor.GetBestName]§W;§Y[Recipient.GetTitledFirstName]§W darf am Hof von §Y[Actor.GetBestName]§W nicht bereits dem Rat angehören;;§Y[Recipient.GetTitledFirstName]§W §Y[Recipient.GetTitledFirstName]§W ya no debe ser parte del consejo de §Y[Actor.GetBestName]§W;;;;;;;;;x
